"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"Apple 9.7 inch iPad (Early 2018 Version, 32GB, Wi-Fi Only, Space Gray) MR7F2LL/A - Essential Bundle","https://www.amazon.com/Apple-Early-Version-Wi-Fi-MR7F2LL/dp/B07DF8DB9T/ref=sr_1_224?s=pc&ie=UTF8&qid=1540116368&sr=1-224&keywords=ipad","$ 357 09","","Wed, Oct 24"
"Apple iPad with Retina Display ME393LL/A (128GB, Wi-Fi, White) 4th Generation (Certified Refurbished)","https://www.amazon.com/Apple-Display-Generation-Certified-Refurbished/dp/B0742MGF1P/ref=sr_1_225?s=pc&ie=UTF8&qid=1540116368&sr=1-225&keywords=ipad","","",""
"Apple iPad Mini MD536LL/A (64GB, Wi-Fi + AT&T 4G, Black)","https://www.amazon.com/Apple-iPad-MD536LL-Wi-Fi-Black/dp/B0096DR20I/ref=sr_1_226?s=pc&ie=UTF8&qid=1540116368&sr=1-226&keywords=ipad","","3.6 out of 5 stars",""
"Apple iPad Mini MD528LL/A 16GB Wifi 7.9"", Black (Refurbished)","https://www.amazon.com/Apple-iPad-MD528LL-Black-Refurbished/dp/B00J47B7DO/ref=sr_1_227?s=pc&ie=UTF8&qid=1540116368&sr=1-227&keywords=ipad","","3 out of 5 stars",""
"Apple MD943LL/A 32GB iPad with Retina Display (Wi-Fi + AT&T) - Black","https://www.amazon.com/Apple-MD943LL-Retina-Display-Wi-Fi/dp/B00ATQXI5O/ref=sr_1_228?s=pc&ie=UTF8&qid=1540116368&sr=1-228&keywords=ipad","","",""
"Apple iPad Pro 10.5-Inch 64GB Rose Gold (WiFi Only, Mid 2017) MQDY2LL/A (Certified Refurbished)","https://www.amazon.com/Apple-10-5-Inch-MQDY2LL-Certified-Refurbished/dp/B07BW1V54J/ref=sr_1_229?s=pc&ie=UTF8&qid=1540116368&sr=1-229&keywords=ipad","","",""
"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray)","https://www.amazon.com/Apple-iPad-Wi-Fi-Cellular-Space/dp/B01M0AX3SY/ref=sr_1_230?s=pc&ie=UTF8&qid=1540116368&sr=1-230&keywords=ipad","","4.1 out of 5 stars",""
"Apple iPad Mini Retina Display 32GB Unlocked GSM 4G LTE Tablet - Space Gray","https://www.amazon.com/Apple-Retina-Display-Unlocked-Tablet/dp/B00SIN0AG0/ref=sr_1_231?s=pc&ie=UTF8&qid=1540116368&sr=1-231&keywords=ipad","","3.7 out of 5 stars",""
"iPad Pro Wi-Fi 32GB - Space Gray (Demo)","https://www.amazon.com/iPad-Pro-Wi-Fi-32GB-Space/dp/B01HC0CN6Y/ref=sr_1_232?s=pc&ie=UTF8&qid=1540116368&sr=1-232&keywords=ipad","$ 639 00","",""
"iPad Pro 9.7-inch (128GB, Wi-Fi, Rose Gold) MM192LL/A 2016 Model","https://www.amazon.com/9-7-inch-128GB-Wi-Fi-MM192LL-Model/dp/B01E0M896K/ref=sr_1_233?s=pc&ie=UTF8&qid=1540116368&sr=1-233&keywords=ipad","$ 649 00","5 out of 5 stars","Tue, Oct 23"
"Apple 9.7 inch iPad 128GB (Wi-Fi Only)(Early 2018) Silver + Apple Pencil Combo","https://www.amazon.com/Apple-128GB-Wi-Fi-Silver-Pencil/dp/B07D7YK9HL/ref=sr_1_234?s=pc&ie=UTF8&qid=1540116368&sr=1-234&keywords=ipad","$ 569 79","","Wed, Oct 24"
"Apple 10.5"" iPad Pro 64GB, Wi-Fi, Gold MQDX2LL/A","https://www.amazon.com/Apple-10-5-iPad-Wi-Fi-MQDX2LL/dp/B071WZGNQB/ref=sr_1_235?s=pc&ie=UTF8&qid=1540116368&sr=1-235&keywords=ipad","$ 607 90","","Tue, Oct 23"
"Apple MGNR2 / MGNR2LL/A / MGNR2LL/A iPad Mini 3 16GB - Space Gray","https://www.amazon.com/Apple-MGNR2-MGNR2LL-iPad-Mini/dp/B00OTXF8CY/ref=sr_1_236?s=pc&ie=UTF8&qid=1540116368&sr=1-236&keywords=ipad","$ 363 79","4.6 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 10.5 inch 64GB Factory Unlocked Rose Gold (Wi-Fi + Cellular 4G LTE, Apple SIM Card) Mid 2017","https://www.amazon.com/Apple-Factory-Unlocked-Wi-Fi-Cellular/dp/B01KBF7M0Y/ref=sr_1_237?s=pc&ie=UTF8&qid=1540116368&sr=1-237&keywords=ipad","","",""
"Apple iPad Air 64GB 9.7"" Inch / GSM Unlocked 4G and Wi-Fi Touchscreen Tablet PC - Space Gray","https://www.amazon.com/Apple-Unlocked-Wi-Fi-Touchscreen-Tablet/dp/B00H6W7DNM/ref=sr_1_238?s=pc&ie=UTF8&qid=1540116368&sr=1-238&keywords=ipad","","3.7 out of 5 stars",""
"Apple iPad Air Retina Display Tablet 32GB, Wi-Fi, Silver (Certified Refurbished)","https://www.amazon.com/Apple-Retina-Display-Certified-Refurbished/dp/B00X8X4Q88/ref=sr_1_239?s=pc&ie=UTF8&qid=1540116368&sr=1-239&keywords=ipad","$ 219 99","3.7 out of 5 stars",""
"APPLE 9.7-inch iPad Pro Wi-Fi 128GB - Space Grey MLMV2CL/A + 10.1"" Padded Case For Tablet + Universal Stylus for Tablets Bundle","https://www.amazon.com/APPLE-9-7-inch-iPad-Wi-Fi-128GB/dp/B01IPZIUGC/ref=sr_1_240?s=pc&ie=UTF8&qid=1540116368&sr=1-240&keywords=ipad","$ 642 49","","Wed, Oct 24"
"Apple iPad mini 7.9"" WiFi 16GB iOS 6 Tablet 1st Generation - Black & Space Gray","https://www.amazon.com/Apple-iPad-mini-Tablet-Generation/dp/B077YZJ37W/ref=sr_1_241?s=pc&ie=UTF8&qid=1540116368&sr=1-241&keywords=ipad","","",""
"Ipad MINI 16GB BLACK WIFI+LTE 4G 3G Model Factory Unlocked INTERNATIONAL VERSION Gsm Sim Card Only NEW Stock Shipped Directly From Apple WITH ICLOUD","https://www.amazon.com/Model-Unlocked-INTERNATIONAL-Directly-Apple/dp/B00APTP3Q2/ref=sr_1_242?s=pc&ie=UTF8&qid=1540116368&sr=1-242&keywords=ipad","","3.4 out of 5 stars",""
"[Sponsored]
DTTO iPad 9.7 Case 2018 iPad 6th Generation Case/2017 iPad 5th Generation Case, Slim Fit Lightweight Smart Cover with Soft TPU Back Case for iPad 9.7 2018/2017 [Auto Sleep/Wake] - NavyBlue","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg11_1?ie=UTF8&adId=A00490673NUK06245J6UC&url=https%3A%2F%2Fwww.amazon.com%2FDTTO-Generation-Lightweight-Smart-Cover%2Fdp%2FB06Y2PVTD7%2Fref%3Dsr_1_241_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116380%26sr%3D1-241-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116379&id=2069120114418721&widgetName=sp_atf_next","$ 13 99","4.4 out of 5 stars",""
"[Sponsored]
iPad Keyboard Case 10.5 Pro, 7 Color Backlit Bluetooth Keyboard Case Folio Protective Cover (Rose Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg11_2?ie=UTF8&adId=A027101538E8EZZLI5BQ7&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-Color-Backlit-Bluetooth-Protective%2Fdp%2FB078HJ5QYC%2Fref%3Dsr_1_242_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116380%26sr%3D1-242-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116379&id=2069120114418721&widgetName=sp_atf_next","$ 50 99","",""
"APPLE MQEE2LL/A iPad Pro with Wi-Fi + Cellular 64GB, 12.9"", Silver","https://www.amazon.com/APPLE-MQEE2LL-Wi-Fi-Cellular-Silver/dp/B0721NK7HY/ref=sr_1_243?s=pc&ie=UTF8&qid=1540116380&sr=1-243&keywords=ipad","$ 898 00","4 out of 5 stars",""
"Apple iPad Air 2 a1567 16GB Gold Tablet WiFi + 4G Unlocked GSM/CDMA (Certified Refurbished)","https://www.amazon.com/Apple-Tablet-Unlocked-Certified-Refurbished/dp/B01M0TMUPW/ref=sr_1_244?s=pc&ie=UTF8&qid=1540116380&sr=1-244&keywords=ipad","$ 279 00","4.8 out of 5 stars","Tue, Oct 23"
"Apple iPad 4 Retina Display 32GB Wi-Fi Only Tablet Computer in White","https://www.amazon.com/Apple-Retina-Display-Tablet-Computer/dp/B01M72F46Y/ref=sr_1_245?s=pc&ie=UTF8&qid=1540116380&sr=1-245&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Pro 10.5-Inch 512GB (Wi-Fi, Gold) Mid 2017","https://www.amazon.com/Apple-iPad-10-5-Inch-512GB-Wi-Fi/dp/B072V6J764/ref=sr_1_246?s=pc&ie=UTF8&qid=1540116380&sr=1-246&keywords=ipad","","5 out of 5 stars",""
"Newest Apple iPad Pro 10.5-inch Retina Display with A10X Fusion Chip, 64GB, Wi-Fi, Rose Gold","https://www.amazon.com/Newest-Apple-10-5-inch-Retina-Display/dp/B079YXXRW1/ref=sr_1_247?s=pc&ie=UTF8&qid=1540116380&sr=1-247&keywords=ipad","$ 620 99","5 out of 5 stars",""
"Apple iPad mini MD534LL/A (16GB, Wi-Fi + AT&T 4G, Black) (Certified Refurbished)","https://www.amazon.com/Apple-MD534LL-Wi-Fi-Certified-Refurbished/dp/B07C64F1HP/ref=sr_1_248?s=pc&ie=UTF8&qid=1540116380&sr=1-248&keywords=ipad","$ 299 99","5 out of 5 stars","Wed, Oct 24"
"AppleCare+ Coverage and Apple iPad Wi-Fi and Cellular 128GB - Space Gray (Alternative Bundle for MR7C2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-Cellular/dp/B07GLXTYXG/ref=sr_1_249?s=pc&ie=UTF8&qid=1540116380&sr=1-249&keywords=ipad","$ 659 00","",""
"Apple iPad Air 2 MH2H2LL/A 128GB Wi-Fi & Celluar Gold","https://www.amazon.com/Apple-MH2H2LL-128GB-Wi-Fi-Celluar/dp/B013PYTJ68/ref=sr_1_250?s=pc&ie=UTF8&qid=1540116380&sr=1-250&keywords=ipad","","",""
"Apple iPad Mini 2 16GB,32GB,64GB,128GB - Wifi | Bundle Includes: Case, Tempered Glass, Stylus Pen, 1 Year Warranty (32GB, Space Gray) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-16GB-128GB/dp/B07G3G9N67/ref=sr_1_251?s=pc&ie=UTF8&qid=1540116380&sr=1-251&keywords=ipad","$ 259 95","","Wed, Oct 24"
"Apple iPad 2 16GB 9.7"" Touchscreen Wi-Fi Dual Cameras Tablet - Black - MC769LLA","https://www.amazon.com/Apple-Touchscreen-Wi-Fi-Cameras-Tablet/dp/B01FGDQTDW/ref=sr_1_252?s=pc&ie=UTF8&qid=1540116380&sr=1-252&keywords=ipad","","3.7 out of 5 stars",""
"Apple iPad 2 MC773LL/A Tablet (16GB, Wifi + AT&T 3G, Black) 2nd Generation (Certified Refurbished)","https://www.amazon.com/MC773LL-Tablet-Generation-Certified-Refurbished/dp/B078HPPXH7/ref=sr_1_253?s=pc&ie=UTF8&qid=1540116380&sr=1-253&keywords=ipad","$ 84 95","",""
"Apple iPad mini 3 MH372LL/A (64GB, Wi-Fi + Cellular, Space Gray) 2014 Model (Certified Refurbished)","https://www.amazon.com/Apple-MH372LL-Cellular-Certified-Refurbished/dp/B07GHQLFKP/ref=sr_1_254?s=pc&ie=UTF8&qid=1540116380&sr=1-254&keywords=ipad","$ 279 95","","Tue, Oct 30"
"Apple iPad Mini 32Gb Wi-Fi + 4G LTE Cellular (Factory Unlocked) - White (Certified Refurbished)","https://www.amazon.com/Apple-Wi-Fi-Cellular-Factory-Unlocked/dp/B07G2RGH1X/ref=sr_1_255?s=pc&ie=UTF8&qid=1540116380&sr=1-255&keywords=ipad","$ 429 95","","Tue, Oct 23"
"iPad Pro MLMN2CL/A (MLMN2LL/A) 9.7-inch (32GB, Wi-Fi, Space Gray) 2016 Model (Certified Refurbished)","https://www.amazon.com/MLMN2CL-MLMN2LL-9-7-inch-Certified-Refurbished/dp/B07D4Q2QQ9/ref=sr_1_256?s=pc&ie=UTF8&qid=1540116380&sr=1-256&keywords=ipad","$ 394 95","","Tue, Oct 23"
"iPad Pro 9.7-inch (128GB, Wi-Fi + 4G LTE Cellular, Gold) MLQ52LL/A 2016 Model","https://www.amazon.com/9-7-inch-128GB-Wi-Fi-Cellular-MLQ52LL/dp/B01E9LEE9S/ref=sr_1_257?s=pc&ie=UTF8&qid=1540116380&sr=1-257&keywords=ipad","","5 out of 5 stars",""
"Apple 10.5"" iPad Pro (512GB, Wi-Fi + 4G LTE, Gold) MPMG2LL/A","https://www.amazon.com/Apple-10-5-512GB-Wi-Fi-MPMG2LL/dp/B071GGB85M/ref=sr_1_258?s=pc&ie=UTF8&qid=1540116380&sr=1-258&keywords=ipad","$ 1,100 79","","Wed, Oct 24"
"Apple iPad 2 Tablet MC769LL/A 16GB Wifi, Black (Scratch and Dent Refurbished)","https://www.amazon.com/Apple-Tablet-MC769LL-Scratch-Refurbished/dp/B07F3DRVM8/ref=sr_1_259?s=pc&ie=UTF8&qid=1540116380&sr=1-259&keywords=ipad","","",""
"AppleCare+ Coverage and Apple iPad Wi-Fi 32GB - Gold (Alternative Bundle for MRJN2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-iPad-Wi-Fi/dp/B07GM478ZF/ref=sr_1_260?s=pc&ie=UTF8&qid=1540116380&sr=1-260&keywords=ipad","$ 429 00","",""
"Apple iPad Air 2 MH2W2LL/A (16GB, Wi-Fi & Cellular) Gold (Certified Refurbished)","https://www.amazon.com/Apple-MH2W2LL-Cellular-Certified-Refurbished/dp/B078JQ9JQH/ref=sr_1_261?s=pc&ie=UTF8&qid=1540116380&sr=1-261&keywords=ipad","$ 259 99","","Wed, Oct 24"
"Apple iPad Air 2 16GB WiFi 2GB iOS 10 9.7"" Tablet - White & Silver","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B077T47YCR/ref=sr_1_262?s=pc&ie=UTF8&qid=1540116380&sr=1-262&keywords=ipad","","",""
"New Apple MGL12LL/A iPad Air 2 Gray 9.7-Inch Retina Display, 16GB, Wi-Fi (Certified Refurbished)","https://www.amazon.com/Apple-MGL12LL-9-7-Inch-Certified-Refurbished/dp/B0798NRGGL/ref=sr_1_263?s=pc&ie=UTF8&qid=1540116380&sr=1-263&keywords=ipad","$ 289 95","","Tue, Oct 23"
"iPad Pro 9.7-inch (128GB, 4th Generation LTE Cellular and Wi-Fi, Space Gray) MLT12LL/A 2016 Model","https://www.amazon.com/9-7-inch-128GB-Generation-Cellular-MLT12LL/dp/B071XJ5T8X/ref=sr_1_264?s=pc&ie=UTF8&qid=1540116380&sr=1-264&keywords=ipad","","",""
"Apple iPad Pro (128GB, Wi-Fi, Gold) - 12.9 Display","https://www.amazon.com/Apple-iPad-128GB-Wi-Fi-Gold/dp/B01LOVY0Y0/ref=sr_1_265?s=pc&ie=UTF8&qid=1540116380&sr=1-265&keywords=ipad","$ 999 99","5 out of 5 stars",""
"Apple 10.5"" iPad Pro (512GB, Wi-Fi Only, Space Gray) Mid 2017 Version - Bundle with Bonus Stylus Pen+ More","https://www.amazon.com/Apple-512GB-Wi-Fi-Space-Version/dp/B07FCWGKM8/ref=sr_1_266?s=pc&ie=UTF8&qid=1540116380&sr=1-266&keywords=ipad","$ 995 69","","Wed, Oct 24"
"[Sponsored]
LTROP iPad 2 3 4 Kids Case - Light Weight Shock Proof Handle Friendly Convertible Stand Kids Case with Bulit in Screen Protector for iPad 2, iPad 3rd Generation, iPad 4th Generation，Purple","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg12_1?ie=UTF8&adId=A04667232PKF835YNU55K&url=https%3A%2F%2Fwww.amazon.com%2FLTROP-iPad-Kids-Case-Generation%25EF%25BC%258CPurple%2Fdp%2FB07CZ93S7L%2Fref%3Dsr_1_265_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116392%26sr%3D1-265-spons%26keywords%3Dipad%26psc%3D1%26smid%3DA21UZXT6DDX6TN&qualifier=1540116391&id=6194402643933287&widgetName=sp_atf_next","$ 15 99","3.9 out of 5 stars",""
"[Sponsored]
Poetic Lumos Flexible Soft Transparent Ultra-Thin Impact Resistant TPU Case for Apple iPad Pro 10.5 Crystal Clear","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg12_2?ie=UTF8&adId=A0006285265IGGUUPXPD3&url=https%3A%2F%2Fwww.amazon.com%2FPoetic-Flexible-Transparent-Ultra-Thin-Resistant%2Fdp%2FB01N4LHPZE%2Fref%3Dsr_1_266_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116392%26sr%3D1-266-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116391&id=6194402643933287&widgetName=sp_atf_next","$ 14 95","4.6 out of 5 stars",""
"Apple iPad Pro (10.5-inch) A1709 Model - 256GB - Wi-Fi + 4G - Factory Unlocked International Version - No Warranty in the US - GSM only, NO CDMA (Rose Gold) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-10-5-inch-A1709-Model/dp/B07D286389/ref=sr_1_267?s=pc&ie=UTF8&qid=1540116392&sr=1-267&keywords=ipad","$ 759 99","","Wed, Oct 24"
"APPLE MPLL2LL/A iPad Pro with Wi-Fi + Cellular 512GB, 12.9"", Gold","https://www.amazon.com/APPLE-MPLL2LL-Wi-Fi-Cellular-512GB/dp/B072KHY7QQ/ref=sr_1_268?s=pc&ie=UTF8&qid=1540116392&sr=1-268&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Mini 4 (128GB, Wi-Fi + Cellular, Gold) (Certified Refurbished)","https://www.amazon.com/Apple-128GB-Cellular-Certified-Refurbished/dp/B079Z1YKPV/ref=sr_1_269?s=pc&ie=UTF8&qid=1540116392&sr=1-269&keywords=ipad","$ 519 75","","Tue, Oct 23"
"Apple iPad Pro 12.9-inch 256GB Gold with Apple Pencil Bundle (Wi-Fi Only) Newest Version Mid 2017","https://www.amazon.com/Apple-12-9-inch-Pencil-Bundle-Version/dp/B07DBXZYPV/ref=sr_1_270?s=pc&ie=UTF8&qid=1540116392&sr=1-270&keywords=ipad","$ 1,049 99","","Tue, Oct 23"
"Apple iPad mini 1st Gen. 16GB, Wi-Fi, 7.9in - White & Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-mini-Wi-Fi-7-9in/dp/B00BB1DZ8G/ref=sr_1_271?s=pc&ie=UTF8&qid=1540116392&sr=1-271&keywords=ipad","","",""
"Apple iPad Air 1st Generation 16GB, Wi-Fi, 9.7in - Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Generation-Wi-Fi-9-7in/dp/B01KUAS222/ref=sr_1_272?s=pc&ie=UTF8&qid=1540116392&sr=1-272&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Pro 256GB Space Gray 12.9-inch Tablet With Apple Pencil Bundle (Wi-Fi Only)","https://www.amazon.com/Apple-12-9-inch-Tablet-Pencil-Bundle/dp/B01NBHFI4B/ref=sr_1_273?s=pc&ie=UTF8&qid=1540116392&sr=1-273&keywords=ipad","$ 1,245 11","",""
"Apple Ipad Mini A1454 Wi-Fi + 4G (MD537LL/A) - 16GB, White - Certified Refurbished","https://www.amazon.com/Apple-Ipad-A1454-Wi-Fi-MD537LL/dp/B07C5T52WT/ref=sr_1_274?s=pc&ie=UTF8&qid=1540116392&sr=1-274&keywords=ipad","","",""
"Apple iPad Mini 4 MK9G2LL/A 7.9-Inch Multi-Touch Retina Display, 64GB - Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-MK9G2LL-7-9-Inch-Multi-Touch-Display/dp/B076PT5F9Z/ref=sr_1_275?s=pc&ie=UTF8&qid=1540116392&sr=1-275&keywords=ipad","$ 349 77","3.2 out of 5 stars","Wed, Oct 24"
"Apple iPad Air 2 9.7"" 64GB Cellular Unlocked + WiFi Tablet - Space Gray / Black - MH2N2LL/A","https://www.amazon.com/Apple-iPad-Cellular-Unlocked-Tablet/dp/B077PNF2MP/ref=sr_1_276?s=pc&ie=UTF8&qid=1540116392&sr=1-276&keywords=ipad","$ 550 00","2.3 out of 5 stars","Tue, Oct 23"
"Apple iPad 4th Generation 32GB with Wi-Fi 4G LTE AT&T, 9.7-inches - Black (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Generation-Wi-Fi-9-7-inches/dp/B01KUB0IXW/ref=sr_1_277?s=pc&ie=UTF8&qid=1540116392&sr=1-277&keywords=ipad","","4 out of 5 stars",""
"Bluetooth Wireless Keyboard Case/flip Cover/Suit forCompatible with iPad 2017(5th Gen)/2018 New iPad(6th Gen)/Air/Air2/iPad Pro 10.5in-360°Rotating Backlight Aluminum Alloy Bluetooth Keyboard Sliver","https://www.amazon.com/Bluetooth-Wireless-forCompatible-10-5in-360%C2%B0Rotating-Backlight/dp/B07FMBY3RH/ref=sr_1_278?s=pc&ie=UTF8&qid=1540116392&sr=1-278&keywords=ipad","","",""
"Apple iPad Pro 12.9-inch 256GB Silver with Apple Pencil Bundle (Wi-Fi Only) Newest Version Mid 2017","https://www.amazon.com/Apple-12-9-inch-Silver-Pencil-Version/dp/B07DBXZY14/ref=sr_1_279?s=pc&ie=UTF8&qid=1540116392&sr=1-279&keywords=ipad","$ 1,049 00","","Tue, Oct 23"
"Newest Model Apple iPad Pro 10.5-inch Retina Display with A10X Fusion Chip, 64GB, Wi-Fi, Gold","https://www.amazon.com/Newest-Apple-10-5-inch-Retina-Display/dp/B078YJ583T/ref=sr_1_280?s=pc&ie=UTF8&qid=1540116392&sr=1-280&keywords=ipad","","",""
"Apple iPad Air Retina Display Tablet 128GB, Wi-Fi +4G Verizon, Silver (Certified Refurbished)","https://www.amazon.com/Apple-Display-Verizon-Certified-Refurbished/dp/B00X8X9DAY/ref=sr_1_281?s=pc&ie=UTF8&qid=1540116392&sr=1-281&keywords=ipad","","",""
"E-Replacements iPad 2 MC769LLAERBKREF 9"" Tablet(Black)","https://www.amazon.com/Replacements-iPad-MC769LLAERBKREF-Tablet-Black/dp/B00S6YYHBU/ref=sr_1_282?s=pc&ie=UTF8&qid=1540116392&sr=1-282&keywords=ipad","$ 81 25","3.3 out of 5 stars","Tue, Oct 23"
"Apple iPad MD371LL/A (64GB, Wi-Fi+4G, White) 3rd Generation (Certified Refurbished)","https://www.amazon.com/Apple-MD371LL-Generation-Certified-Refurbished/dp/B0106JEXE8/ref=sr_1_283?s=pc&ie=UTF8&qid=1540116392&sr=1-283&keywords=ipad","$ 199 00","2.3 out of 5 stars","Tue, Oct 23"
"Apple iPad 2 MC916LL/A Tablet (64GB, Wifi, White) 2nd Generation","https://www.amazon.com/Apple-MC916LL-Tablet-White-Generation/dp/B0047DVWZS/ref=sr_1_284?s=pc&ie=UTF8&qid=1540116392&sr=1-284&keywords=ipad","$ 374 49","3.9 out of 5 stars",""
"Apple iPad Pro (32GB, 4G, Gold) 9.7"" Tablet (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Tablet-Certified-Refurbished/dp/B078YBSGZX/ref=sr_1_285?s=pc&ie=UTF8&qid=1540116392&sr=1-285&keywords=ipad","$ 369 99","5 out of 5 stars","Wed, Oct 24"
"Apple iPad Pro 10.5 Inch MPF02LL/A (256GB, Wi-Fi, Silver) Mid 2017","https://www.amazon.com/Apple-MPF02LL-256GB-Wi-Fi-Silver/dp/B072MVP1KN/ref=sr_1_286?s=pc&ie=UTF8&qid=1540116392&sr=1-286&keywords=ipad","$ 749 00","5 out of 5 stars",""
"Apple iPad Mini 2 Tablet - 32GB, Silver ME28OLL/A - WiFi Only (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-Tablet-Refurbished/dp/B072MJGX95/ref=sr_1_287?s=pc&ie=UTF8&qid=1540116392&sr=1-287&keywords=ipad","","3 out of 5 stars",""
"Apple iPad mini MD540LL/A (16GB, Wi-Fi + 4G, Black) (Certified Refurbished)","https://www.amazon.com/Apple-MD540LL-Wi-Fi-Certified-Refurbished/dp/B079Q9Q6VG/ref=sr_1_288?s=pc&ie=UTF8&qid=1540116392&sr=1-288&keywords=ipad","$ 139 98","","Tue, Oct 23"
"Apple iPad Pro 12.9-Inch 256GB Factory Unlocked (2nd Generation, Wi-Fi + Cellular 4G LTE, Apple SIM Card) Space Gray - Mid 2017","https://www.amazon.com/Apple-12-9-Inch-Unlocked-Generation-Cellular/dp/B01EXTS6EA/ref=sr_1_289?s=pc&ie=UTF8&qid=1540116392&sr=1-289&keywords=ipad","$ 1,075 00","2.4 out of 5 stars","Tue, Oct 23"
"2017 Newest Apple iPad Pro 10.5-inch Retina Touch Display With 64GB, Wi-Fi, Silver","https://www.amazon.com/Newest-Apple-10-5-inch-Retina-Display/dp/B077RW2Q89/ref=sr_1_290?s=pc&ie=UTF8&qid=1540116392&sr=1-290&keywords=ipad","$ 609 88","","Tue, Oct 23"
"[Sponsored]
LTROP iPad 2 3 4 Kids Case - Light Weight Shock Proof Handle Friendly Convertible Stand Kids Case with Bulit in Screen Protector for iPad 2, iPad 3rd Generation, iPad 4th Generation，Red","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg13_1?ie=UTF8&adId=A04588751W5WJKXKPZ2EI&url=https%3A%2F%2Fwww.amazon.com%2FLTROP-iPad-Kids-Case-Generation%25EF%25BC%258CRed%2Fdp%2FB07CZ8L74F%2Fref%3Dsr_1_289_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116404%26sr%3D1-289-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116403&id=7304617723468513&widgetName=sp_atf_next","$ 15 99","3.9 out of 5 stars",""
"[Sponsored]
iBOLT TabDock Bizmount Clamp- Heavy Duty Dual-Ball C-Clamp Mount for All 7"" - 10"" Tablets (iPad, Samsung Galaxy Tab, etc.) for Desks, Tables, Wheelchairs, Carts: Great for Homes, Schools, Offices","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg13_2?ie=UTF8&adId=A05311891YONYZES7VST9&url=https%3A%2F%2Fwww.amazon.com%2FiBOLT-TabDock-Bizmount-Dual-Ball-C-Clamp%2Fdp%2FB07BKRYJ3H%2Fref%3Dsr_1_290_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116404%26sr%3D1-290-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116403&id=7304617723468513&widgetName=sp_atf_next","$ 39 95","",""
"Apple MH332LL/A iPad Air 2 9.7-Inch (128GB, Tri-Core Apple A8X CPU with M8 Chip, Wi-Fi + Cellular)","https://www.amazon.com/Apple-MH332LL-9-7-Inch-Tri-Core-Cellular/dp/B00OTWXJNK/ref=sr_1_291?s=pc&ie=UTF8&qid=1540116404&sr=1-291&keywords=ipad","","4.2 out of 5 stars",""
"LLLCCORP UNLOCKED 10"" Mid Android 6.0 Octa Core 2.5GHZ Dual SIM Card Slot 4GB RAM 64GB ROM BUILT IN WIFI Bluetooth GPS (Silver)","https://www.amazon.com/LLLCCORP-UNLOCKED-Android-2-5GHZ-Bluetooth/dp/B07B93GS4S/ref=sr_1_292?s=pc&ie=UTF8&qid=1540116404&sr=1-292&keywords=ipad","$ 88 99","3.3 out of 5 stars","Tue, Oct 23"
